Unnamed: 0,character,emphasis,volume,part,chapter,value,paragraph,token,lemma,concept,totalpart
16,Andrei,"После обеда Наташа, по просьбе князя Андрея, пошла к клавикордам и стала петь. Князь Андрей стоял у окна, разговаривая с дамами, и слушал ее. В середине фразы князь Андрей замолчал и почувствовал неожиданно, что к его горлу подступают слезы, возможность которых он не знал за собой. Он посмотрел на поющую Наташу, и в душе его произошло что-то новое и счастливое. Он был счастлив, и ему вместе с тем было грустно. Ему решительно не о чем было плакать, но он готов был плакать? О чем? О прежней любви? О маленькой княгине? О своих разочарованиях?.. О своих надеждах на будущее? Да и нет. Главное, о чем ему хотелось плакать, была вдруг живо сознанная им страшная противоположность между чем-то бесконечно великим и неопределимым, бывшим в нем, и чем-то узким и телесным, чем был он сам и даже была она. Эта противоположность томила и РАДОВАЛА его во время ее пения.",Том второй,Часть третья,XIX,121,"После обеда Наташа, по просьбе князя Андрея, пошла к клавикордам и стала петь. Князь Андрей стоял у окна, разговаривая с дамами, и слушал ее. В середине фразы князь Андрей замолчал и почувствовал неожиданно, что к его горлу подступают слезы, возможность которых он не знал за собой. Он посмотрел на поющую Наташу, и в душе его произошло что-то новое и счастливое. Он был счастлив, и ему вместе с тем было грустно. Ему решительно не о чем было плакать, но он готов был плакать? О чем? О прежней любви? О маленькой княгине? О своих разочарованиях?.. О своих надеждах на будущее? Да и нет. Главное, о чем ему хотелось плакать, была вдруг живо сознанная им страшная противоположность между чем-то бесконечно великим и неопределимым, бывшим в нем, и чем-то узким и телесным, чем был он сам и даже была она. Эта противоположность томила и радовала его во время ее пения.",радовала,радовать,радость,6
17,Andrei,"Князь Андрей поздно вечером уехал от Ростовых. Он лег спать по привычке ложиться, но увидал скоро, что он не может спать. Он то, зажегши свечу, сидел в постели, то вставал, то опять ложился, нисколько не тяготясь бессонницей: так радостно и ново ему было на душе, как будто он из душной комнаты вышел на вольный свет Божий. Ему и в голову не приходило, чтоб он был влюблен в Ростову; он не думал о ней; он только воображал ее себе, и вследствие этого вся жизнь его представлялась ему в новом свете. «Из чего я бьюсь, из чего я хлопочу в этой узкой, замкнутой рамке, когда жизнь, вся жизнь со всеми ее РАДОСТЯМИ открыта мне?» — говорил он себе. И он в первый раз после долгого времени стал делать счастливые планы на будущее. Он решил сам собой, что ему надо заняться воспитанием своего сына, найдя ему воспитателя и поручив ему; потом надо выйти в отставку и ехать за границу, видеть Англию, Швейцарию, Италию. «Мне надо пользоваться своей свободой, пока так много в себе чувствую силы и молодости, — говорил он сам себе. — Пьер был прав, говоря, что надо верить в возможность счастия, чтобы быть счастливым, и я теперь верю в него. Оставим мертвым хоронить мертвых, а пока жив, надо жить и быть счастливым», — думал он.",Том второй,Часть третья,XIX,121,"Князь Андрей поздно вечером уехал от Ростовых. Он лег спать по привычке ложиться, но увидал скоро, что он не может спать. Он то, зажегши свечу, сидел в постели, то вставал, то опять ложился, нисколько не тяготясь бессонницей: так радостно и ново ему было на душе, как будто он из душной комнаты вышел на вольный свет Божий. Ему и в голову не приходило, чтоб он был влюблен в Ростову; он не думал о ней; он только воображал ее себе, и вследствие этого вся жизнь его представлялась ему в новом свете. «Из чего я бьюсь, из чего я хлопочу в этой узкой, замкнутой рамке, когда жизнь, вся жизнь со всеми ее радостями открыта мне?» — говорил он себе. И он в первый раз после долгого времени стал делать счастливые планы на будущее. Он решил сам собой, что ему надо заняться воспитанием своего сына, найдя ему воспитателя и поручив ему; потом надо выйти в отставку и ехать за границу, видеть Англию, Швейцарию, Италию. «Мне надо пользоваться своей свободой, пока так много в себе чувствую силы и молодости, — говорил он сам себе. — Пьер был прав, говоря, что надо верить в возможность счастия, чтобы быть счастливым, и я теперь верю в него. Оставим мертвым хоронить мертвых, а пока жив, надо жить и быть счастливым», — думал он.",радостями,радость,радость,6
19,Andrei,"Князь Андрей нашел Барклая де Толли, к которому он был назначен, на берегу Дриссы. Так как не было ни одного большого села или местечка в окрестностях лагеря, то все огромное количество генералов и придворных, бывших при армии, располагалось в окружности десяти верст по лучшим домам деревень, по сю и по ту сторону реки. Барклай де Толли стоял в четырех верстах от государя. Он сухо и холодно принял Болконского и сказал своим немецким выговором, что он доложит о нем государю для определения ему назначения, а покамест просит его состоять при его штабе. Анатоля Курагина, которого князь Андрей надеялся найти в армии, не было здесь: он был в Петербурге, и это известие было приятно Болконскому. Интерес центра производящейся огромной войны занял князя Андрея, и он РАД был на некоторое время освободиться от раздражения, которое производила в нем мысль о Курагине. В продолжение первых четырех дней, во время которых он не был никуда требуем, князь Андрей объездил весь укрепленный лагерь и с помощью своих знаний и разговоров с сведущими людьми старался составить себе о нем определенное понятие. Но вопрос о том, выгоден или невыгоден этот лагерь, остался нерешенным для князя Андрея. Он уже успел вывести из своего военного опыта то убеждение, что в военном деле ничего не значат самые глубокомысленно обдуманные планы (как он видел это в Аустерлицком походе), что все зависит от того, как отвечают на неожиданные и не могущие быть предвиденными действия неприятеля, что все зависит от того, как и кем ведется все дело. Для того чтобы уяснить себе этот последний вопрос, князь Андрей, пользуясь своим положением и знакомствами, старался вникнуть в характер управления армией, лиц и партий, участвовавших в оном, и вывел для себя следующее понятие о положении дел.",Том третий,Часть первая,IX,172,"Князь Андрей нашел Барклая де Толли, к которому он был назначен, на берегу Дриссы. Так как не было ни одного большого села или местечка в окрестностях лагеря, то все огромное количество генералов и придворных, бывших при армии, располагалось в окружности десяти верст по лучшим домам деревень, по сю и по ту сторону реки. Барклай де Толли стоял в четырех верстах от государя. Он сухо и холодно принял Болконского и сказал своим немецким выговором, что он доложит о нем государю для определения ему назначения, а покамест просит его состоять при его штабе. Анатоля Курагина, которого князь Андрей надеялся найти в армии, не было здесь: он был в Петербурге, и это известие было приятно Болконскому. Интерес центра производящейся огромной войны занял князя Андрея, и он рад был на некоторое время освободиться от раздражения, которое производила в нем мысль о Курагине. В продолжение первых четырех дней, во время которых он не был никуда требуем, князь Андрей объездил весь укрепленный лагерь и с помощью своих знаний и разговоров с сведущими людьми старался составить себе о нем определенное понятие. Но вопрос о том, выгоден или невыгоден этот лагерь, остался нерешенным для князя Андрея. Он уже успел вывести из своего военного опыта то убеждение, что в военном деле ничего не значат самые глубокомысленно обдуманные планы (как он видел это в Аустерлицком походе), что все зависит от того, как отвечают на неожиданные и не могущие быть предвиденными действия неприятеля, что все зависит от того, как и кем ведется все дело. Для того чтобы уяснить себе этот последний вопрос, князь Андрей, пользуясь своим положением и знакомствами, старался вникнуть в характер управления армией, лиц и партий, участвовавших в оном, и вывел для себя следующее понятие о положении дел.",рад,рад,радость,9
23,Andrei,"— Жалею, ты бы мне нужен был; но ты прав, ты прав. Нам не сюда люди нужны. Советчиков всегда много, а людей нет. Не такие бы полки были, если бы все советчики служили там в полках, как ты. Я тебя с Аустерлица помню... Помню, помню, с знаменем помню, — сказал Кутузов, и радостная краска бросилась в лицо князя Андрея при этом воспоминании. Кутузов притянул его за руку, подставляя ему щеку, и опять князь Андрей на глазах старика увидал слезы. Хотя князь Андрей и знал, что Кутузов был слаб на слезы и что он теперь особенно ласкает его и жалеет вследствие желания высказать сочувствие к его потере, но князю Андрею и РАДОСТНО и лестно было это воспоминание об Аустерлице.",Том третий,Часть вторая,XVI,202,"— Жалею, ты бы мне нужен был; но ты прав, ты прав. Нам не сюда люди нужны. Советчиков всегда много, а людей нет. Не такие бы полки были, если бы все советчики служили там в полках, как ты. Я тебя с Аустерлица помню... Помню, помню, с знаменем помню, — сказал Кутузов, и радостная краска бросилась в лицо князя Андрея при этом воспоминании. Кутузов притянул его за руку, подставляя ему щеку, и опять князь Андрей на глазах старика увидал слезы. Хотя князь Андрей и знал, что Кутузов был слаб на слезы и что он теперь особенно ласкает его и жалеет вследствие желания высказать сочувствие к его потере, но князю Андрею и радостно и лестно было это воспоминание об Аустерлице.",радостно,радостно,радость,10
24,Andrei,"— Я очень РАД был этому назначению, вот все, что я знаю, — сказал князь Андрей.",Том третий,Часть вторая,XXV,211,"— Я очень рад был этому назначению, вот все, что я знаю, — сказал князь Андрей.",рад,рад,радость,10
25,Andrei,"Он закрыл глаза. Одни образы сменялись другими. На одном он долго, РАДОСТНО остановился. Он живо вспомнил один вечер в Петербурге. Наташа с оживленным, взволнованным лицом рассказывала ему, как она в прошлое лето, ходя за грибами, заблудилась в большом лесу. Она несвязно описывала ему и глушь леса, и свои чувства, и разговоры с пчельником, которого она встретила, и, всякую минуту прерываясь в своем рассказе, говорила: «Нет, не могу, я не так рассказываю; нет, вы не понимаете», — несмотря на то, что князь Андрей успокоивал ее, говоря, что он понимает, и действительно понимал все, что она хотела сказать. Наташа была недовольна своими словами, — она чувствовала, что не выходило то страстно-поэтическое ощущение, которое она испытала в этот день и которое она хотела выворотить наружу. «Это такая прелесть был этот старик, и темно так в лесу... и такие добрые у него... нет, я не умею рассказать», — говорила она, краснея и волнуясь. Князь Андрей улыбнулся теперь той же РАДОСТНОй улыбкой, которой он улыбался тогда, глядя ей в глаза. «Я понимал ее, — думал князь Андрей. — Не только понимал, но эту-то душевную силу, эту искренность, эту открытость душевную, эту-то душу ее, которую как будто связывало тело, эту-то душу я и любил в ней... так сильно, так счастливо любил...» И вдруг он вспомнил о том, чем кончилась его любовь. «Ему ничего этого не нужно было. Он ничего этого не видел и не понимал. Он видел в ней хорошенькую и свеженькую девочку, с которою он не удостоил связать свою судьбу. А я? И до сих пор он жив и весел».",Том третий,Часть вторая,XXV,211,"Он закрыл глаза. Одни образы сменялись другими. На одном он долго, радостно остановился. Он живо вспомнил один вечер в Петербурге. Наташа с оживленным, взволнованным лицом рассказывала ему, как она в прошлое лето, ходя за грибами, заблудилась в большом лесу. Она несвязно описывала ему и глушь леса, и свои чувства, и разговоры с пчельником, которого она встретила, и, всякую минуту прерываясь в своем рассказе, говорила: «Нет, не могу, я не так рассказываю; нет, вы не понимаете», — несмотря на то, что князь Андрей успокоивал ее, говоря, что он понимает, и действительно понимал все, что она хотела сказать. Наташа была недовольна своими словами, — она чувствовала, что не выходило то страстно-поэтическое ощущение, которое она испытала в этот день и которое она хотела выворотить наружу. «Это такая прелесть был этот старик, и темно так в лесу... и такие добрые у него... нет, я не умею рассказать», — говорила она, краснея и волнуясь. Князь Андрей улыбнулся теперь той же радостной улыбкой, которой он улыбался тогда, глядя ей в глаза. «Я понимал ее, — думал князь Андрей. — Не только понимал, но эту-то душевную силу, эту искренность, эту открытость душевную, эту-то душу ее, которую как будто связывало тело, эту-то душу я и любил в ней... так сильно, так счастливо любил...» И вдруг он вспомнил о том, чем кончилась его любовь. «Ему ничего этого не нужно было. Он ничего этого не видел и не понимал. Он видел в ней хорошенькую и свеженькую девочку, с которою он не удостоил связать свою судьбу. А я? И до сих пор он жив и весел».",радостно,радостно,радость,10
26,Andrei,"— Покажите мне... Ооооо! о! ооооо! — слышался его прерываемый рыданиями, испуганный и покорившийся страданию стон. Слушая эти стоны, князь Андрей хотел плакать. Оттого ли, что он без славы умирал, оттого ли, что жалко ему было расставаться с жизнью, от этих ли невозвратимых детских воспоминаний, оттого ли, что он страдал, что другие страдали и так жалостно перед ним стонал этот человек, но ему хотелось плакать детскими, добрыми, почти РАДОСТНЫМИ слезами.",Том третий,Часть вторая,XXXVII,223,"— Покажите мне... Ооооо! о! ооооо! — слышался его прерываемый рыданиями, испуганный и покорившийся страданию стон. Слушая эти стоны, князь Андрей хотел плакать. Оттого ли, что он без славы умирал, оттого ли, что жалко ему было расставаться с жизнью, от этих ли невозвратимых детских воспоминаний, оттого ли, что он страдал, что другие страдали и так жалостно перед ним стонал этот человек, но ему хотелось плакать детскими, добрыми, почти радостными слезами.",радостными,радостный,радость,10
27,Andrei,"— А ты встретилась с графом Николаем, Мари? — сказал вдруг князь Андрей, видимо желая сделать им приятное. — Он писал сюда, что ты ему очень полюбилась, — продолжал он просто, спокойно, видимо не в силах понимать всего того сложного значения, которое имели его слова для живых людей. — Ежели бы ты его полюбила тоже, то было бы очень хорошо... чтобы вы женились, — прибавил он несколько скорее, как бы ОБРАДОВАННЫЙ словами, которые он долго искал и нашел наконец. Княжна Марья слышала его слова, но они не имели для нее никакого другого значения, кроме того, что они доказывали то, как страшно далек он был теперь от всего живого.",Том четвертый,Часть первая,XV,274,"— А ты встретилась с графом Николаем, Мари? — сказал вдруг князь Андрей, видимо желая сделать им приятное. — Он писал сюда, что ты ему очень полюбилась, — продолжал он просто, спокойно, видимо не в силах понимать всего того сложного значения, которое имели его слова для живых людей. — Ежели бы ты его полюбила тоже, то было бы очень хорошо... чтобы вы женились, — прибавил он несколько скорее, как бы обрадованный словами, которые он долго искал и нашел наконец. Княжна Марья слышала его слова, но они не имели для нее никакого другого значения, кроме того, что они доказывали то, как страшно далек он был теперь от всего живого.",обрадованный,обрадовать,радость,12
28,Andrei,"Князь Андрей чуть заметно улыбнулся в первый раз, но княжна Марья, так знавшая его лицо, с ужасом поняла, что это была улыбка не РАДОСТИ, не нежности к сыну, но тихой, кроткой насмешки над тем, что княжна Марья употребляла, по ее мнению, последнее средство для приведения его в чувства.",Том четвертый,Часть первая,XV,274,"Князь Андрей чуть заметно улыбнулся в первый раз, но княжна Марья, так знавшая его лицо, с ужасом поняла, что это была улыбка не радости, не нежности к сыну, но тихой, кроткой насмешки над тем, что княжна Марья употребляла, по ее мнению, последнее средство для приведения его в чувства.",радости,радость,радость,12
29,Andrei,"Князь Андрей не только знал, что он умрет, но он чувствовал, что он умирает, что он уже умер наполовину. Он испытывал сознание отчужденности от всего земного и РАДОСТНОЙ и странной легкости бытия. Он, не торопясь и не тревожась, ожидал того, что предстояло ему. То грозное, вечное, неведомое и далекое, присутствие которого он не переставал ощущать в продолжение всей своей жизни, теперь для него было близкое и — по той странной легкости бытия, которую он испытывал, — почти понятное и ощущаемое.                                                                                                                                              
",Том четвертый,Часть первая,XVI,275,"Князь Андрей не только знал, что он умрет, но он чувствовал, что он умирает, что он уже умер наполовину. Он испытывал сознание отчужденности от всего земного и радостной и странной легкости бытия. Он, не торопясь и не тревожась, ожидал того, что предстояло ему. То грозное, вечное, неведомое и далекое, присутствие которого он не переставал ощущать в продолжение всей своей жизни, теперь для него было близкое и — по той странной легкости бытия, которую он испытывал, — почти понятное и ощущаемое.                                                                                                                                              
",радостной,радостный,радость,12
30,Andrei,"Ночь была темная, звездная; дорога чернелась между белевшим снегом, выпавшим накануне, в день сражения. То перебирая впечатления прошедшего сражения, то радостно воображая впечатление, которое он произведет известием о победе, вспоминая проводы главнокомандующего и товарищей, князь Андрей скакал в почтовой бричке, испытывая чувство человека, долго ждавшего, и, наконец, достигшего начала желаемого СЧАСТИЯ. Как скоро он закрывал глаза, в ушах его раздавалась пальба ружей и орудий, которая сливалась со стуком колес и впечатлением победы. То ему начинало представляться, что русские бегут, что он сам убит; но он поспешно просыпался, со счастием как будто вновь узнавал, что ничего этого не было и что, напротив, французы бежали. Он снова вспоминал все подробности победы, свое спокойное мужество во время сражения и, успокоившись, задремывал... После темной звездной ночи наступило яркое, веселое утро. Снег таял на солнце, лошади быстро скакали, и безразлично вправе и влеве проходили новые разнообразные леса, поля, деревни.",Том первый,Часть вторая,IX,34,"Ночь была темная, звездная; дорога чернелась между белевшим снегом, выпавшим накануне, в день сражения. То перебирая впечатления прошедшего сражения, то радостно воображая впечатление, которое он произведет известием о победе, вспоминая проводы главнокомандующего и товарищей, князь Андрей скакал в почтовой бричке, испытывая чувство человека, долго ждавшего, и, наконец, достигшего начала желаемого счастия. Как скоро он закрывал глаза, в ушах его раздавалась пальба ружей и орудий, которая сливалась со стуком колес и впечатлением победы. То ему начинало представляться, что русские бегут, что он сам убит; но он поспешно просыпался, со счастием как будто вновь узнавал, что ничего этого не было и что, напротив, французы бежали. Он снова вспоминал все подробности победы, свое спокойное мужество во время сражения и, успокоившись, задремывал... После темной звездной ночи наступило яркое, веселое утро. Снег таял на солнце, лошади быстро скакали, и безразлично вправе и влеве проходили новые разнообразные леса, поля, деревни.",счастия,счастие,счастье,2
31,Andrei,"Когда князь Андрей вышел из дворца, он почувствовал, что весь интерес и СЧАСТИЕ, доставленные ему победой, оставлены им теперь и переданы в равнодушные руки военного министра и учтивого адъютанта. Весь склад мыслей его мгновенно изменился: сражение представилось ему давнишним, далеким воспоминанием.",Том первый,Часть вторая,IX,34,"Когда князь Андрей вышел из дворца, он почувствовал, что весь интерес и счастие, доставленные ему победой, оставлены им теперь и переданы в равнодушные руки военного министра и учтивого адъютанта. Весь склад мыслей его мгновенно изменился: сражение представилось ему давнишним, далеким воспоминанием.",счастие,счастие,счастье,2
32,Andrei,"— Но что за необычайная гениальность! — вдруг вскрикнул князь Андрей, сжимая свою маленькую руку и ударяя ею по столу. — И что за СЧАСТИЕ этому человеку!",Том первый,Часть вторая,X,35,"— Но что за необычайная гениальность! — вдруг вскрикнул князь Андрей, сжимая свою маленькую руку и ударяя ею по столу. — И что за счастие этому человеку!",счастие,счастие,счастье,2
34,Andrei,"— С Богом! — проговорил Багратион твердым, слышным голосом, на мгновение обернулся к фронту и, слегка размахивая руками, неловким шагом кавалериста, как бы трудясь, пошел вперед по неровному полю. Князь Андрей чувствовал, что какая-то непреодолимая сила влечет его вперед, и испытывал большое СЧАСТИЕ 1.",Том первый,Часть вторая,XVIII,43,"— С Богом! — проговорил Багратион твердым, слышным голосом, на мгновение обернулся к фронту и, слегка размахивая руками, неловким шагом кавалериста, как бы трудясь, пошел вперед по неровному полю. Князь Андрей чувствовал, что какая-то непреодолимая сила влечет его вперед, и испытывал большое счастие 1.",счастие,счастие,счастье,2
37,Andrei,"«Хорошо бы это было, — подумал князь Андрей, взглянув на этот образок, который с таким чувством и благоговением навесила на него сестра, — хорошо бы это было, ежели бы все было так ясно и просто, как оно кажется княжне Марье. Как хорошо бы было знать, где искать помощи в этой жизни и чего ждать после нее там, за гробом! Как бы СЧАСТЛИВ и спокоен я был, ежели бы мог сказать теперь: Господи, помилуй меня!.. Но кому я скажу это? Или сила — неопределенная, непостижимая, к которой я не только не могу обращаться, но которой не могу выразить словами, — великое все или ничего, — говорил он сам себе, — или это тот Бог, который вот здесь зашит, в этой ладанке, княжной Марьей? Ничего, ничего нет верного, кроме ничтожества всего того, что мне понятно, и величия чего-то непонятного, но важнейшего!»",Том первый,Часть третья,XIX,65,"«Хорошо бы это было, — подумал князь Андрей, взглянув на этот образок, который с таким чувством и благоговением навесила на него сестра, — хорошо бы это было, ежели бы все было так ясно и просто, как оно кажется княжне Марье. Как хорошо бы было знать, где искать помощи в этой жизни и чего ждать после нее там, за гробом! Как бы счастлив и спокоен я был, ежели бы мог сказать теперь: Господи, помилуй меня!.. Но кому я скажу это? Или сила — неопределенная, непостижимая, к которой я не только не могу обращаться, но которой не могу выразить словами, — великое все или ничего, — говорил он сам себе, — или это тот Бог, который вот здесь зашит, в этой ладанке, княжной Марьей? Ничего, ничего нет верного, кроме ничтожества всего того, что мне понятно, и величия чего-то непонятного, но важнейшего!»",счастлив,счастливый,счастье,3
38,Andrei,"— Ну, давай спорить, — сказал князь Андрей. — Ты говоришь школа, — продолжал он, загибая палец, — поучения и так далее, то есть ты хочешь вывести его, — сказал он, указывая на мужика, снявшего шапку и проходившего мимо их, — из его животного состояния и дать ему нравственные потребности. А мне кажется, что единственно возможное СЧАСТЬЕ — есть СЧАСТЬЕ животное, а ты его-то хочешь лишить его. Я завидую ему, а ты хочешь его сделать мною, но не дав ему ни моего ума, ни моих чувств, ни моих средств. Другое — ты говоришь: облегчить его работу. А по-моему, труд физический для него есть такая же необходимость, такое же условие его существования, как для тебя и для меня труд умственный. Ты не можешь не думать. Я ложусь спать в третьем часу, мне приходят мысли, и я не могу заснуть, ворочаюсь, не сплю до утра оттого, что я думаю и не могу не думать, как он не может не пахать, не косить, иначе он пойдет в кабак или сделается болен. Как я не перенесу его страшного физического труда, а умру через неделю, так он не перенесет моей физической праздности, он растолстеет и умрет. Третье, — что бишь еще ты сказал?",Том второй,Часть вторая,XI,92,"— Ну, давай спорить, — сказал князь Андрей. — Ты говоришь школа, — продолжал он, загибая палец, — поучения и так далее, то есть ты хочешь вывести его, — сказал он, указывая на мужика, снявшего шапку и проходившего мимо их, — из его животного состояния и дать ему нравственные потребности. А мне кажется, что единственно возможное счастье — есть счастье животное, а ты его-то хочешь лишить его. Я завидую ему, а ты хочешь его сделать мною, но не дав ему ни моего ума, ни моих чувств, ни моих средств. Другое — ты говоришь: облегчить его работу. А по-моему, труд физический для него есть такая же необходимость, такое же условие его существования, как для тебя и для меня труд умственный. Ты не можешь не думать. Я ложусь спать в третьем часу, мне приходят мысли, и я не могу заснуть, ворочаюсь, не сплю до утра оттого, что я думаю и не могу не думать, как он не может не пахать, не косить, иначе он пойдет в кабак или сделается болен. Как я не перенесу его страшного физического труда, а умру через неделю, так он не перенесет моей физической праздности, он растолстеет и умрет. Третье, — что бишь еще ты сказал?",счастье,счастие,счастье,5
39,Andrei,"Князю Андрею вдруг стало отчего-то больно. День был так хорош, солнце так ярко, кругом все так весело; а эта тоненькая и хорошенькая девушка не знала и не хотела знать про его существование и была довольна и СЧАСТЛИВА какой-то своей отдельной — верно, глупой, — но веселой и счастливой жизнью. «Чему она так рада? О чем она думает? Не об уставе военном, не об устройстве рязанских оброчных. О чем она думает? И чем она СЧАСТЛИВА?» — невольно с любопытством спрашивал себя князь Андрей.",Том второй,Часть третья,II,104,"Князю Андрею вдруг стало отчего-то больно. День был так хорош, солнце так ярко, кругом все так весело; а эта тоненькая и хорошенькая девушка не знала и не хотела знать про его существование и была довольна и счастлива какой-то своей отдельной — верно, глупой, — но веселой и счастливой жизнью. «Чему она так рада? О чем она думает? Не об уставе военном, не об устройстве рязанских оброчных. О чем она думает? И чем она счастлива?» — невольно с любопытством спрашивал себя князь Андрей.",счастлива,счастливый,счастье,6
40,Andrei,"Возвратившись из этой поездки, князь Андрей решил осенью ехать в Петербург и придумал разные причины этого решения. Целый ряд разумных, логических доводов, почему ему необходимо ехать в Петербург и даже служить, ежеминутно был готов к его услугам. Он даже теперь не понимал, как мог он когда-нибудь сомневаться в необходимости принять деятельное участие в жизни, точно так же как месяц тому назад он не понимал, как могла бы ему прийти мысль уехать из деревни. Ему казалось ясно, что все его опыты жизни должны были пропасть даром и быть бессмыслицей, ежели бы он не приложил их к делу и не принял опять деятельного участия в жизни. Он даже не понимал того, как на основании таких же бедных разумных доводов прежде очевидно было, что он бы унизился, ежели бы теперь, после своих уроков жизни, опять бы поверил в возможность приносить пользу и в возможность СЧАСТИЯ и любви. Теперь разум подсказывал совсем другое. После этой поездки князь Андрей стал скучать в деревне, прежние занятия не интересовали его, и часто, сидя один в своем кабинете, он вставал, подходил к зеркалу и долго смотрел на свое лицо. Потом он отворачивался и смотрел на портрет покойницы Лизы, которая с взбитыми à la grecque буклями нежно и весело смотрела на него из золотой рамки. Она уже не говорила мужу прежних страшных слов, она просто и весело с любопытством смотрела на него. И князь Андрей, заложив назад руки, долго ходил по комнате, то хмурясь, то улыбаясь, передумывая те неразумные, невыразимые словом, тайные, как преступление, мысли, связанные с Пьером, с славой, с девушкой на окне, с дубом, с женской красотой и любовью, которые изменили всю его жизнь. И в эти-то минуты, когда кто входил к нему, он бывал особенно сух, строг, решителен и в особенности неприятно логичен.",Том второй,Часть третья,III,105,"Возвратившись из этой поездки, князь Андрей решил осенью ехать в Петербург и придумал разные причины этого решения. Целый ряд разумных, логических доводов, почему ему необходимо ехать в Петербург и даже служить, ежеминутно был готов к его услугам. Он даже теперь не понимал, как мог он когда-нибудь сомневаться в необходимости принять деятельное участие в жизни, точно так же как месяц тому назад он не понимал, как могла бы ему прийти мысль уехать из деревни. Ему казалось ясно, что все его опыты жизни должны были пропасть даром и быть бессмыслицей, ежели бы он не приложил их к делу и не принял опять деятельного участия в жизни. Он даже не понимал того, как на основании таких же бедных разумных доводов прежде очевидно было, что он бы унизился, ежели бы теперь, после своих уроков жизни, опять бы поверил в возможность приносить пользу и в возможность счастия и любви. Теперь разум подсказывал совсем другое. После этой поездки князь Андрей стал скучать в деревне, прежние занятия не интересовали его, и часто, сидя один в своем кабинете, он вставал, подходил к зеркалу и долго смотрел на свое лицо. Потом он отворачивался и смотрел на портрет покойницы Лизы, которая с взбитыми à la grecque буклями нежно и весело смотрела на него из золотой рамки. Она уже не говорила мужу прежних страшных слов, она просто и весело с любопытством смотрела на него. И князь Андрей, заложив назад руки, долго ходил по комнате, то хмурясь, то улыбаясь, передумывая те неразумные, невыразимые словом, тайные, как преступление, мысли, связанные с Пьером, с славой, с девушкой на окне, с дубом, с женской красотой и любовью, которые изменили всю его жизнь. И в эти-то минуты, когда кто входил к нему, он бывал особенно сух, строг, решителен и в особенности неприятно логичен.",счастия,счастие,счастье,6
41,Andrei,"Князь Андрей слушал рассказ об открытии Государственного совета, которого он ожидал с таким нетерпением и которому приписывал такую важность, и удивлялся, что событие это теперь, когда оно совершилось, не только не трогало его, но представлялось ему более чем ничтожным. Он с тихой насмешкой слушал восторженный рассказ Бицкого. Самая простая мысль приходила ему в голову: «Какое дело мне и Бицкому, какое дело нам до того, что государю угодно было сказать в Сенате? Разве все это может сделать меня СЧАСТЛИВЕЕ и лучше?»",Том второй,Часть третья,XVIII,120,"Князь Андрей слушал рассказ об открытии Государственного совета, которого он ожидал с таким нетерпением и которому приписывал такую важность, и удивлялся, что событие это теперь, когда оно совершилось, не только не трогало его, но представлялось ему более чем ничтожным. Он с тихой насмешкой слушал восторженный рассказ Бицкого. Самая простая мысль приходила ему в голову: «Какое дело мне и Бицкому, какое дело нам до того, что государю угодно было сказать в Сенате? Разве все это может сделать меня счастливее и лучше?»",счастливее,счастливый,счастье,6
42,Andrei,"После обеда Наташа, по просьбе князя Андрея, пошла к клавикордам и стала петь. Князь Андрей стоял у окна, разговаривая с дамами, и слушал ее. В середине фразы князь Андрей замолчал и почувствовал неожиданно, что к его горлу подступают слезы, возможность которых он не знал за собой. Он посмотрел на поющую Наташу, и в душе его произошло что-то новое и СЧАСТЛИВое. Он был СЧАСТЛИВ, и ему вместе с тем было грустно. Ему решительно не о чем было плакать, но он готов был плакать? О чем? О прежней любви? О маленькой княгине? О своих разочарованиях?.. О своих надеждах на будущее? Да и нет. Главное, о чем ему хотелось плакать, была вдруг живо сознанная им страшная противоположность между чем-то бесконечно великим и неопределимым, бывшим в нем, и чем-то узким и телесным, чем был он сам и даже была она. Эта противоположность томила и радовала его во время ее пения.",Том второй,Часть третья,XIX,121,"После обеда Наташа, по просьбе князя Андрея, пошла к клавикордам и стала петь. Князь Андрей стоял у окна, разговаривая с дамами, и слушал ее. В середине фразы князь Андрей замолчал и почувствовал неожиданно, что к его горлу подступают слезы, возможность которых он не знал за собой. Он посмотрел на поющую Наташу, и в душе его произошло что-то новое и счастливое. Он был счастлив, и ему вместе с тем было грустно. Ему решительно не о чем было плакать, но он готов был плакать? О чем? О прежней любви? О маленькой княгине? О своих разочарованиях?.. О своих надеждах на будущее? Да и нет. Главное, о чем ему хотелось плакать, была вдруг живо сознанная им страшная противоположность между чем-то бесконечно великим и неопределимым, бывшим в нем, и чем-то узким и телесным, чем был он сам и даже была она. Эта противоположность томила и радовала его во время ее пения.",счастлив,счастливый,счастье,6
